,Revenue,Revenue Growth,Gross Profit,SG&A Expense,Operating Expenses,Operating Income,Earnings before Tax,Net Income,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Gross Margin,EBIT Margin,EBITDA,EBIT,Consolidated Income,Earnings Before Tax Margin,Net Profit Margin,Cash and cash equivalents,Cash and short-term investments,Total current assets,"Property, Plant & Equipment Net",Total assets,Total current liabilities,Total liabilities,Retained earnings (deficit),Total shareholders equity,Other Assets,Other Liabilities,Depreciation & Amortization,Operating Cash Flow,Capital Expenditure,Investing Cash flow,Financing Cash Flow,Net cash flow / Change in cash,Free Cash Flow,assetTurnover,currentRatio,quickRatio,cashRatio,operatingCashFlowPerShare,cashPerShare,Operating Cash Flow per Share,Cash per Share,Shareholders Equity per Share,Income Quality,Tangible Asset Value,Net Current Asset Value,Capex per Share,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,EPS Diluted Growth,Weighted Average Shares Diluted Growth,Operating Cash Flow growth,Asset Growth,SG&A Expenses Growth,Sector,Class,2019 PRICE VAR [%]
NBY,12508000.0,-0.3139,11005000.0,18617000.0,18876000.0,-7871000.0,-6541000.0,-6545000.0,-6545000.0,-0.39,-0.46,17089304.0,16921000.0,0.8798,-0.5229,-6275000.0,-6541000.0,-6545000.0,-0.5229,-0.5233,3183000.0,3183000.0,8608000.0,201000.0,13078792.93,3847000.0,4407000.0,-114981000.0,4954000.0,1760000.0,3296000.0,266000.0,-5568000.0,-44000.0,-44000.0,5597000.0,-15000.0,-5612000.0,1.3361820318342,2.238,1.7073043930335,0.8273979724460601,-0.3291,0.1881,-0.3291,0.1881,0.2928,0.8507,10413680.649999999,4201000.0,-0.0026,-0.2875,0.1161,-0.0766,0.1159,0.1875,0.0417,0.1132,0.112,-0.0712,-0.1669,Healthcare,0,-35.3535374212406
NCB,3006000.0,-0.0835,2956000.0,854453804.9821514,1235528833.060388,1929000.0,1929000.0,426756934.4619256,442621852.2536311,0.58,0.58,3299000.0,135460334.7530783,0.9834,0.23931331466076292,734512655.660106,593790549.6097388,444634991.4393866,0.5995579999999999,0.14367081294516015,1124000.0,1124000.0,3548410589.697526,405737568.8292537,20165580963.17089,6200996332.235764,13849319089.212826,61000.0,3537134970.2788897,609729837.5219349,4094832401.996737,112111567.94773018,610107890.5520614,-94716325.41678242,-638720140.3221465,-15231416.165525436,36303447.82313678,512458774.951295,0.18003923765604712,1.4604232354117426,0.9876686704947633,0.49267717771251146,4.679085836552738,11.959929179791892,4.679085836552738,11.959929179791892,31.384853289747372,1.2725476304023844,15031343678.022743,-8266415754.207777,-0.9231622436849926,-0.0862,0.2436657265973254,3.722499999999971,0.5460332823871907,6.346638000000011,6.252855999999998,0.0018,0.3241174520367937,0.08605181422351234,0.08974949925484352,Financial Services,1,6.579322769902992
NCTY,2522700.1447,-0.40964999999999996,144177.7135,13300889.8698,16821261.7945,-16677084.080999998,-31417210.7091,-31417210.7091,-31417210.7091,-1.8017,-1.8017,13977413.7482,8989111.4327,0.0572,-6.4432,-15725903.1838,-16254160.9262,-34628769.3198,-9.085474,-9.178177,615983.9363,630996.9,5856828.8,3454073.0825,23833204.0521,131465089.2909,131465089.2909,-467881485.2388,-38662600.000000015,912206.906,44981179.4501,528257.7424,-14645517.5109,-20965.123,-2505853.835,-2656586.2518,-20024250.5065,-14666482.6339,0.10584813268016,0.032711465621782676,0.02957346006967,0.013486843366270998,-4.72243,1.4217,-4.72243,1.4217,-1.5521839999999998,0.4662,14775366.7149,-126687372.7931,-0.0484,-0.6139840000000001,-2.1404,0.0263,-0.759,0.2417,0.2417,0.7792,-0.1182,-0.37505,-0.22913099999999997,Technology,0,-11.65048043659767
NDRA,6174.0,-0.40964999999999996,6174.0,4015176.0,9802435.0,-9796261.0,-9796261.0,-9796261.0,-9796261.0,-2.17,-2.17,5425578.0,4504873.0,1.0,-8.863830000000005,-9727945.0,-9796261.0,-9796261.0,-9.085474,-9.178177,6471375.0,6471375.0,6949558.0,273233.0,13078792.93,1934364.0999999999,2878020.0,-27691696.0,6248208.0,418739.0,0.0,68316.0,-7702481.0,-100000.0,-100000.0,8671978.0,869497.0,-7802481.0,0.00085479422012903,7.131,6.640147632372,6.640147632372,-1.7098,1.4365,-1.7098,1.4365,1.3869999999999998,0.7863,10413680.649999999,5974975.0,-0.0222,-0.6139840000000001,-0.8219,-0.8219,-0.8219,-0.1128,-0.1128,0.634,-1.3334,0.1795,0.3972,Healthcare,0,-4.000002997262137
NEBU,0.0,0.12137404718693284,0.0,889311.8300000001,4196870.212765,-583096.0,3500711.0,2685112.0,2685112.0,0.1,0.1,34375000.0,34375000.0,0.0,0.0,3500711.0,3500711.0,2685112.0,0.0,0.0,1183723.0,1183723.0,5856828.8,0.0,279512330.0,1934364.0999999999,9987419.0,2654430.0,5000001.0,5000.0,255399.0,0.0,-1070676.0,0.0,-274239800.0,276469199.0,1158723.0,-1070676.0,0.0,3.28,3.2661725792522,3.2661725792522,-0.0311,0.035,-0.0311,0.035,0.1455,-0.3987,279512330.0,-8798696.0,0.0,0.0,0.0,0.0,0.19655718693284935,0.19861335636363672,0.18901973090909083,0.06560227706422019,0.0,1.23495,0.10321689473684209,Industrials,1,8.102563711313099
NEN,58014064.0,0.0982,52471459.0,2204923.0,37553087.0,14918372.0,4169090.0,4169090.0,4169090.0,1.117,1.117,2526700.14,2504141.42,0.9045,0.2854,32127743.0,16558770.0,4169090.0,0.0719,0.0719,9059901.0,9059901.0,13366648.0,230511263.0,247035340.0,22279451.0,282659350.0,-35448000.0,-35624010.0,3543824.0,18351562.0,15568973.0,25631546.0,-17331064.0,-2436827.0,-21373723.0,1820996.0,8300482.0,0.2348411526869,0.59995410120294,0.4408916539280999,0.4066483056517,6.8688,2.4279,6.8688,2.4279,-1.5521839999999998,6.148,247035340.0,-269292702.0,-4.6444,0.1023,-0.0827,0.0547,-0.3991,-0.3991,-0.3991,0.0,0.086,0.0892,0.098,Real Estate,1,14.307954857546955
NESR,485617000.0,0.7898,122833000.0,56674000.0,472177793.0,66159000.0,53489000.0,30626000.0,42760000.0,0.5,0.49,86000000.0,342250000.0,0.2529,0.2582,80340000.0,125405164.0,28353000.0,0.1101,0.1129,25000000.0,25000000.0,300000000.0,329000000.0,1343000000.0,223000000.0,512000000.0,28000000.0,831000000.0,59000000.0,111907000.0,59700000.0,61666000.0,-33072000.0,-74504000.0,44854000.0,32000000.0,34818000.0,0.36159121370067,2.591,0.8206278026905799,0.11210762331839,0.2431,0.0716,0.2431,0.0716,1.1436,1.4421,122332000.0,-212000000.0,-0.1413,0.7258,1.9907,0.6444,0.3962,4.5556,5.125,-0.07391600000000001,-0.2588,1.1676,0.8115089999999999,Industrials,1,4.827587189676289
NEWA,47040704.0,0.8564,20897380.0,12025924.0,11397014.0,9500366.0,8868708.0,7211429.0,7211429.0,0.67,0.67,204238255.0,10809000.0,0.4442,0.2025,10085325.0,9526998.0,7211429.0,0.1885,0.1533,8494983.0,8501982.0,39535357.0,18753340.0,61752132.0,30258610.0,34708499.0,11380149.0,27043633.0,5257560.0,10062094.0,558327.0,-2456777.0,-5489660.0,-5689660.0,6674611.0,-1876782.0,-7946437.0,0.76176647633802,1.307,0.67798348965798,0.28074597610399,-0.2273,0.7859,-0.2273,0.7859,2.502,-0.3407,59673892.0,4826858.0,-0.5079,1.5674,1.8787,1.9718,1.7833,1.5769,1.5769,0.0957,0.2298,0.3618,0.8115089999999999,Industrials,0,-42.59259537250739
NGHCP,2620378665.674105,0.11345978120978122,1611219232.9304156,854453804.9821514,1235528833.060388,519886799.00173616,456789452.3241486,207000000.0,207000000.0,1.8875758145363402,1.8488122653316645,128518097.95409976,135460334.7530783,0.8569468857268561,0.23931331466076292,734512655.660106,258000000.0,207000000.0,0.1430507689464284,0.14367081294516015,194000000.0,349000000.0,3548410589.697526,405737568.8292537,9439000000.0,6200996332.235764,7238000000.0,764000000.0,2221000000.0,0.0,0.0,86000000.0,610107890.5520614,-94716325.41678242,-791000000.0,73000000.0,-124000000.0,512458774.951295,0.18003923765604712,1.4604232354117426,0.9876686704947633,0.49267717771251146,4.679085836552738,11.959929179791892,4.679085836552738,11.959929179791892,31.384853289747372,1.2725476304023844,15031343678.022743,-8266415754.207777,-0.9231622436849926,0.12409670437017994,0.2436657265973254,0.1153856926952134,0.5460332823871907,0.3575709924050635,0.35674351576292557,0.05282399746835442,0.3241174520367937,0.08605181422351234,0.08974949925484352,Financial Services,1,28.838122154793957
NGVC,849042000.0,0.104,225573000.0,208247000.0,210520000.0,15053000.0,10493000.0,12661000.0,12661000.0,0.57,0.56,22364477.0,22361898.0,0.2657,0.0177,44483000.0,15053000.0,12661000.0,0.0124,0.0149,9398000.0,9398000.0,110954000.0,188768000.0,307083000.0,79691000.0,160357000.0,91507000.0,146726000.0,2590000.0,17851000.0,29430000.0,42863000.0,-23683000.0,-23543000.0,-16443000.0,2877000.0,19180000.0,2.3540755773219577,1.392,0.17738515014243,0.11793050658167,1.9168,0.4203,1.9168,0.4203,6.5614,3.3854,301435000.0,-49403000.0,-1.0591,0.0623,0.0677,0.0677,0.8373,0.8387,0.8065,-0.0023,0.0493,0.0236,0.071,Consumer Defensive,0,-36.60712316885828
NHLD,211115000.0,0.1119,211115000.0,16226000.0,208299000.0,2816000.0,-8322000.0,-11510000.0,-11510000.0,-0.92,-0.92,12490990.0,12474753.0,1.0,-0.039,-6674000.0,-8225000.0,-11510000.0,-0.0394,-0.0545,29609000.0,37395000.0,51259000.0,2671000.0,68449000.0,20881000.0,21514000.0,-39825000.0,46935000.0,5632000.0,12862000.0,1551000.0,5117000.0,-464000.0,-558000.0,-147000.0,4412000.0,4653000.0,2.3540755773219577,2.081,2.1850964992098,1.4179876442699,0.4102,2.3735,0.4102,2.3735,3.7624,-0.4446,58566000.0,29745000.0,-0.0372,0.1119,-1.4957,-0.6472,-1.9187,-1.9109,-1.92,0.0002,0.5896,0.0629,-0.1293,Financial Services,0,-10.21126657103619
NHTC,191910000.0,-0.0286,152543000.0,118811000.0,118811000.0,33732000.0,34521000.0,31035000.0,31035000.0,2.75,2.74,11376092.0,11304000.0,0.7949,0.1799,34945000.0,34521000.0,31035000.0,0.1799,0.1617,135651000.0,135651000.0,150187000.0,934000.0,157921000.0,43084000.0,68060000.0,44431000.0,89861000.0,2371000.0,41453000.0,424000.0,29710000.0,-214000.0,-214000.0,-31512000.0,-2827000.0,29496000.0,1.2152278670981,3.486,3.1485238139449,3.1485238139449,2.6283,12.0003,2.6283,12.0003,7.9495,0.9573,156157000.0,82127000.0,-0.0189,-0.0401,-0.2051,-0.2166,0.3163,0.3095,0.311,0.0045,0.1167,-0.0102,0.0255,Consumer Defensive,0,-69.71195279965862
NICK,83917000.0,-0.0724,83917000.0,32681000.0,33150000.0,50767000.0,3163000.0,-1098000.0,-1098000.0,-0.14,-0.14,12599201.0,12599201.0,1.0,0.1585,13769000.0,13300000.0,-1098000.0,0.0377,-0.0131,2626000.0,2626000.0,277030000.0,843000.0,280840000.0,172422000.0,2878020.0,144332000.0,108437000.0,7831000.0,0.0,469000.0,25152000.0,-62000.0,21826000.0,-47207000.0,-229000.0,25090000.0,0.29880714997864,1.606697521198,1.5612798830776,0.015230075048428,1.9963,0.2084,1.9963,0.2084,8.6067,-7.184096,280840000.0,277030000.0,-0.0049,-0.0724,-0.2595,-0.0756,-1.203,-1.2,-1.2029,-0.0009,-0.0794,-0.1582,-0.0678,Financial Services,0,-22.190749269209924
NMI,626000.0,1.24905,0.0,854453804.9821514,1235528833.060388,-4655000.0,-36000.0,426756934.4619256,442621852.2536311,0.0,0.0,8736000.0,135460334.7530783,0.0,0.23931331466076292,734512655.660106,593790549.6097388,444634991.4393866,-0.0575,0.14367081294516015,1707000.0,1707000.0,3548410589.697526,405737568.8292537,20165580963.17089,6200996332.235764,13849319089.212826,5014000.0,3537134970.2788897,609729837.5219349,4094832401.996737,112111567.94773018,-109545969.99999999,-94716325.41678242,-638720140.3221465,-2000000.0,-2000000.0,512458774.951295,0.18003923765604712,1.4604232354117426,0.9876686704947633,0.49267717771251146,4.679085836552738,11.959929179791892,4.679085836552738,11.959929179791892,31.384853289747372,1.2725476304023844,15031343678.022743,-8266415754.207777,-0.9231622436849926,1.0,0.2436657265973254,-0.7273,0.5460332823871907,-1.0,-1.0,0.0232,-2.8374390000000007,0.08605181422351234,0.08974949925484352,Financial Services,1,14.775057931243275
NMRD,0.0,0.0,0.0,915132.0,4196870.212765,-1908965.0,-1820449.0,-1820449.0,-1820449.0,-0.01,-0.01,205000000.0,150070400.0,0.0,0.0,-1791193.0,-1820449.0,-1820449.0,0.0,0.0,5733886.0,5733886.0,5998533.0,5770.0,13078792.93,1934364.0999999999,2878020.0,-8973082.0,4110965.0,264647.0,761397.0,29256.0,-2136977.0,-45260.0,1949215.0,0.0,-187762.0,-2182237.0,0.0,7.394,7.0674502563142,7.0674502563142,-0.0142,0.0382,-0.0142,0.0382,0.0274,1.1739,10413680.649999999,3854096.0,-0.0003,0.0,-0.1735,-0.2306,-0.1735,0.0,0.0,-0.07391600000000001,-0.7915,-0.1549,0.7712,Healthcare,0,-63.157894736842096
NNDM,1356382.9787,1.24905,195212.766,1931117.0213,4224468.0851,-4029255.3191,-4119148.9362,-4119148.9362,-4119148.9362,-0.4521,-0.4521,2526700.14,2504141.42,0.1439,-2.96,-3498138.2979,-4014893.617,-4119148.9362,-3.0369,-3.0369,998138.2979,998138.2979,5856828.8,1382978.7234,13078792.93,1934364.0999999999,2878020.0,-13726063.8298,4141489.3617,6445340.4255,0.0,516755.3191,-3576329.7872,-350531.9149,-327659.5745,3319148.9362,-584840.4255,-3926861.7021,0.25119440476126,0.6495,1.5690423163044,1.0448218263491,-4.72243,2.257,-4.72243,2.257,9.3649,0.8682,10413680.649999999,1075000.0,-0.7926,1.631772,0.1595,0.1617,0.1829,0.4937,0.4937,0.6236,0.214,-0.1278,0.209,Technology,0,-79.43089486050962
NNVC,0.0,0.0,0.0,3411449.0,9325169.0,-9325169.0,-8563455.0,-8563455.0,-8563455.0,-2.64,-2.64,3449250.0,3246043.0,0.0,0.0,-7698123.0,-8378181.0,-8563455.0,0.0,0.0,7081771.0,7081771.0,7322028.0,10841093.0,18546212.0,1934364.0999999999,2878020.0,-83692146.0,17664264.0,240257.0,551141.0,680058.0,-7775868.0,-241822.0,-241822.0,0.0,-8017690.0,-8017690.0,0.0,8.302,8.0296922267526,7.393385346934233,-2.3955,2.1817,-2.3955,2.1817,5.4418,0.908,18166636.0,6440080.0,-0.0745,0.0,0.1203,0.0287,0.16899999999999998,0.2303,0.2303,0.0802,0.0154,-0.3132,0.1241,Healthcare,0,-45.434781684767295
NOM,2118000.0,-0.0578,2048000.0,854453804.9821514,1235528833.060388,367000.0,367000.0,426756934.4619256,442621852.2536311,0.16,0.16,2526700.14,135460334.7530783,0.9669,0.23931331466076292,734512655.660106,593790549.6097388,444634991.4393866,0.1733,0.14367081294516015,516928.79999999993,630996.9,3548410589.697526,405737568.8292537,20165580963.17089,6200996332.235764,13849319089.212826,29333000.0,3537134970.2788897,609729837.5219349,4094832401.996737,112111567.94773018,1000000.0,-94716325.41678242,-638720140.3221465,-1000000.0,-821100000.0,512458774.951295,0.18003923765604712,1.4604232354117426,0.9876686704947633,0.49267717771251146,4.679085836552738,11.959929179791892,4.679085836552738,11.959929179791892,31.384853289747372,1.2725476304023844,15031343678.022743,-8266415754.207777,-0.9231622436849926,-0.0627,0.2436657265973254,-0.2433,0.5460332823871907,-0.2381,-0.2381,0.0017,-0.75,0.08605181422351234,0.08974949925484352,Financial Services,1,28.92699726905079
NPN,1020000.0,-0.2337,978000.0,854453804.9821514,1235528833.060388,480000.0,480000.0,426756934.4619256,442621852.2536311,0.39,0.39,2526700.14,135460334.7530783,0.9588,0.23931331466076292,734512655.660106,593790549.6097388,444634991.4393866,0.4706,0.14367081294516015,516928.79999999993,630996.9,3548410589.697526,405737568.8292537,20165580963.17089,6200996332.235764,13849319089.212826,566000.0,3537134970.2788897,609729837.5219349,4094832401.996737,112111567.94773018,610107890.5520614,-94716325.41678242,-638720140.3221465,-15231416.165525436,36303447.82313678,512458774.951295,0.18003923765604712,1.4604232354117426,0.9876686704947633,0.49267717771251146,4.679085836552738,11.959929179791892,4.679085836552738,11.959929179791892,31.384853289747372,1.2725476304023844,15031343678.022743,-8266415754.207777,-0.9231622436849926,-0.2454,0.2436657265973254,-0.4866,0.5460332823871907,-0.4935,-0.4935,0.0008,0.3241174520367937,0.08605181422351234,0.08974949925484352,Financial Services,1,21.130909946587295
NRT,7000000.0,0.3095923076923077,7000000.0,365373429.18537045,4196870.212765,6000000.0,6000000.0,6000000.0,6000000.0,0.7,0.7,9000000.0,9000000.0,1.0,0.6686149999999997,6000000.0,6000000.0,6000000.0,0.5995579999999999,0.5108659999999998,1000000.0,672485464.4273237,5856828.8,0.0,13078792.93,1934364.0999999999,2878020.0,0.0,0.0,0.0,1000000.0,453085713.7748354,0.0,-698351317.9805342,-851280586.8147416,0.0,0.0,-1000000.0,0.6706653015408867,1.8735633435070411,1.4722446955376405,0.6216116091234208,4.886470487179478,4.341254931623874,4.886470487179478,4.341254931623874,20.663015641025627,1.050810178723404,10791265440.843157,-4826692719.656936,-4.377042700854701,0.3499677276595745,0.6418163247863247,0.5375215319148907,0.5664520769230769,0.4862523162393166,0.46968377777777764,0.1329155550660793,0.5848672340425533,0.13125914893617022,0.10246020085470085,Energy,1,11.30783950765853
NSEC,64857000.0,-0.0119,24448000.0,19991000.0,22148000.0,2300000.0,1065000.0,779000.0,779000.0,0.31,0.31,2527136.0,2527136.0,0.377,0.0355,2612000.0,2300000.0,779000.0,0.0164,0.012,5676000.0,5676000.0,20977000.0,1649000.0,144231000.0,40432000.0,98365000.0,39355000.0,45866000.0,2344000.0,37998000.0,312000.0,3177000.0,-29000.0,-2149000.0,-1996000.0,-968000.0,3148000.0,0.44967448052083,0.51882172536605,0.4608478432924401,0.14038385437276998,1.2572,2.246,1.2572,2.246,18.1494,4.0783,144231000.0,-77388000.0,-0.0115,0.0736,4.492106,3.722499999999971,1.6475,1.6458,1.6458,-0.0028,0.3718,-0.0151,-0.0071,Financial Services,1,19.639874069201387
NSYS,113370000.0,0.0092,13311000.0,12062000.0,12062000.0,1249000.0,492000.0,166000.0,166000.0,0.06,0.06,2673435.0,2692382.0,0.1174,0.011,3438000.0,1249000.0,166000.0,0.0043,0.0015,947000.0,947000.0,45856000.0,10178000.0,59960000.0,24892000.0,38870000.0,5436000.0,21090000.0,7812000.0,5633000.0,2189000.0,2444000.0,-1390000.0,-1390000.0,-889000.0,168000.0,1054000.0,1.8907605070047,1.842,0.84525148642134,0.038044351598907004,0.9077,0.3517,0.9077,0.3517,7.8332,9.225167999999993,56062000.0,6986000.0,-0.5163,0.0984,1.8656,1.985,1.0679,1.0674,1.0674,-0.0167,2.0323,0.1512,-0.0601,Technology,1,22.97979390520237
NTRP,0.0,0.0,0.0,6263833.0,11149396.0,-11149396.0,-11022286.0,-11022286.0,-11022286.0,-1.37,-1.37,7909693.0,8050700.0,0.0,0.0,-11019287.0,-11022286.0,-11022286.0,0.0,0.0,28854218.0,28854218.0,29457542.0,20842.0,29478384.0,2957075.0,2957075.0,-73682093.0,26521309.0,603324.0,58492.0,2999.0,-7696771.0,-3186.0,-3186.0,20441025.0,12741068.0,-7699957.0,0.0,9.962,9.7576889324755,7.393385346934233,-0.956,3.5841,-0.956,3.5841,3.2943,0.6983,29478384.0,26500467.0,-0.0004,0.0,0.1263,0.1222,0.1263,0.1646,0.1646,0.0443,0.2995,0.7926,-0.211,Industrials,0,-73.67292256560889
NTZ,492573563.2184,-0.0859,138263218.3908,172805747.1264,173662068.9655,-35398850.5747,46802298.8506,38263218.3908,38263218.3908,3.5057,3.5057,63049477.0115,63049477.0115,0.2807,0.108,65933333.3333,53216091.954,38067816.092,0.095,0.0777,71414942.5287,71414942.5287,238095402.2989,127685057.4713,428400000.0,193547126.4368,269571264.3678,74133333.3333,156950574.7126,6095977.0115,20506896.5517,12717241.3793,-5980459.7701,-8371264.3678,16743678.1609,2519540.2299,6219540.2299,-14351724.1379,1.1497982334697,1.4138,0.69565165750092,0.36897960638036,-0.4126,4.9268,-0.4126,4.9268,10.8279,-0.1563,421627586.2069,-31475862.0689,-0.5775,-0.1173,3.0893,-0.163,2.0487,2.0619,2.0619,0.1405,-2.7805,0.0731,-0.0675,Consumer Cyclical,0,-59.99999887803021
NWFL,42179000.0,0.0646,42179000.0,21669000.0,25975000.0,16204000.0,16204000.0,13651000.0,13651000.0,2.19,2.17,6268783.0,6268783.0,1.0,0.3842,17225000.0,16204000.0,13651000.0,0.3842,0.3236,18348000.0,18348000.0,23239000.0,13846000.0,1184559000.0,1027866000.0,1062274000.0,78434000.0,122285000.0,4891000.0,1001632000.0,1021000.0,17298000.0,-873000.0,-54838000.0,39191000.0,1651000.0,16425000.0,0.035607344167745004,0.032711465621782676,0.027727184986305997,0.017850575853272998,2.7594,2.9269,2.7594,2.9269,19.507,1.2672,1172892000.0,-1039035000.0,-0.1393,0.0646,0.0987,0.0987,0.6652,0.6591,0.6565,0.003,0.0777,0.0456,0.0777,Financial Services,1,21.461994975236767
NWHM,667566000.0,-0.1113,61900000.0,62031000.0,62031000.0,-131000.0,-20291000.0,-14216000.0,-14216000.0,-0.69,-0.69,20438409.0,20703967.0,0.0927,-0.0304,-13660000.0,-20291000.0,-14230000.0,-0.0304,-0.0213,42542000.0,42542000.0,635177000.0,0.0,696097000.0,68419000.0,456067000.0,46621000.0,239954000.0,6862000.0,29028000.0,6631000.0,-109545969.99999999,-246000.0,302000.0,57955000.0,-81428000.0,-139931000.0,0.95901289619119,9.283634662886,0.90654642716205,0.6217863458980699,-4.72243,2.0548,-4.72243,2.0548,11.5898,9.225167999999993,696097000.0,179110000.0,-0.0119,-0.3192,-1.6235,-1.0041,-1.8288,-1.8415,-1.8415,-0.0139,-0.5373,0.08,0.0508,Consumer Cyclical,0,-22.462567887803477
NYMTN,141000000.0,0.10542145833333333,540387901.9989221,23000000.0,299728140.7624805,222115534.76907057,186033954.26825917,103000000.0,103000000.0,1.2761078189300408,1.226475720164609,123517200.15255678,123580385.9153996,0.0,0.6686149999999997,432316833.8420447,102000000.0,103000000.0,0.0,0.5108659999999998,104000000.0,302127347.96533763,1231132977.5644126,3263147303.9725537,14738000000.0,1195621338.0412068,13557000000.0,-103000000.0,1179000000.0,0.0,0.0,29000000.0,24000000.0,-0.0,-642000000.0,621000000.0,3000000.0,24000000.0,0.20087642840962341,2.9348331007932105,2.0846130747664655,1.106156472695897,2.8023448655462158,3.0736602689075467,2.8023448655462158,3.0736602689075467,20.106971831932768,1.3569708117154806,6363554783.109835,-3095659980.1614823,-2.5072287058823535,0.12796128333333334,0.24035714644351464,0.22224741666666534,0.352179430962343,0.35810325000000043,0.3386083999999999,0.09403537872340424,0.127446675,0.11179604166666667,0.09934197907949792,Real Estate,1,22.89993342446288
NYMTO,141000000.0,0.10542145833333333,540387901.9989221,23000000.0,299728140.7624805,222115534.76907057,186033954.26825917,103000000.0,103000000.0,1.2761078189300408,1.226475720164609,123517200.15255678,123580385.9153996,0.0,0.6686149999999997,432316833.8420447,102000000.0,103000000.0,0.0,0.5108659999999998,104000000.0,302127347.96533763,1231132977.5644126,3263147303.9725537,14738000000.0,1195621338.0412068,13557000000.0,-103000000.0,1179000000.0,0.0,0.0,29000000.0,24000000.0,-0.0,-642000000.0,621000000.0,3000000.0,24000000.0,0.20087642840962341,2.9348331007932105,2.0846130747664655,1.106156472695897,2.8023448655462158,3.0736602689075467,2.8023448655462158,3.0736602689075467,20.106971831932768,1.3569708117154806,6363554783.109835,-3095659980.1614823,-2.5072287058823535,0.12796128333333334,0.24035714644351464,0.22224741666666534,0.352179430962343,0.35810325000000043,0.3386083999999999,0.09403537872340424,0.127446675,0.11179604166666667,0.09934197907949792,Real Estate,1,20.38425274146897
OBAS,16608000.0,0.0013,13617000.0,3500000.0,7817000.0,5800000.0,-1317000.0,-2781000.0,-2781000.0,-0.54,-0.54,5214256.0,5185352.0,0.8199,0.0942,5882000.0,1565000.0,-704000.0,-0.0793,-0.1674,13867000.0,13867000.0,14614000.0,212349000.0,243958000.0,11952000.0,170565000.0,-84829000.0,53559000.0,0.0,2061000.0,4317000.0,6867000.0,-2764000.0,-1984000.0,-11125000.0,-6432000.0,4103000.0,0.068077291992884,1.223,1.2227242302544,1.1602242302544,1.3243,2.6743,1.3243,2.6743,10.3289,-2.4693,243958000.0,-155951000.0,-0.5329999999999999,0.0064,-0.5182,-0.1243,-1.4764,-1.4545,-1.4545,0.001,-0.1309,-0.0592,0.2973,Real Estate,1,33.79469757084744
OBCI,41799545.0,0.1017,14397189.0,10689016.0,10689016.0,3708173.0,3586279.0,2795249.0,2795249.0,0.3,0.3,9338191.0,9338191.0,0.3444,0.0887,4883440.0,3708173.0,2795249.0,0.0858,0.0669,3733924.0,3733924.0,23535054.0,9649237.0,35234503.0,3006798.0,7801252.0,17399776.0,27433251.0,1010641.0,0.0,1175267.0,1218079.0,-1358776.0,-1735498.0,-913254.0,-1431920.0,-140697.0,1.1863242401915,7.827000000000001,3.4716665369606,1.2418273525524,0.1304,0.3999,0.1304,0.3999,2.9377,0.4358,33184291.0,15733802.0,-0.1455,0.0561,0.0089,0.0089,0.0736,0.0714,0.0714,0.006999999999999999,-0.584,0.1014,0.0736,Consumer Defensive,1,1.2326216304485973
OBSV,0.0,0.0,0.0,14297000.0,77169000.0,-77169000.0,-76761000.0,-76716000.0,-76716000.0,-1.91,-1.91,37131262.0,37131262.0,0.0,0.0,-76652000.0,-76761000.0,-76716000.0,0.0,0.0,138640000.0,138640000.0,145240000.0,319000.0,167440000.0,16929000.0,20524000.0,-183927000.0,146916000.0,5715000.0,16929000.0,109000.0,-63941000.0,-188000.0,-271000.0,91652000.0,27440000.0,-64129000.0,0.0,8.579,8.2417744698446,7.393385346934233,-1.722,3.7338,-1.722,3.7338,3.9567,0.8335,145832000.0,124716000.0,-0.0051,0.0,-0.1478,-0.1436,-0.1463,0.1511,0.1511,0.3481,-0.1476,0.2381,0.1376,Healthcare,0,-71.01669313510801
OCC,87828590.0,0.3703,27873200.0,26130956.0,26853996.0,1019204.0,1052102.0,1068753.0,1068753.0,0.14,0.14,7694640.0,7694640.0,0.3174,0.0189,3478116.0,1660519.0,1068753.0,0.012,0.0122,516928.79999999993,630996.9,31047030.0,11204639.0,43098460.0,7027843.0,16287623.0,12994697.0,26810837.0,500021.0,3510736.0,1817597.0,3206248.0,-734395.0,-734395.0,-3185609.0,-713756.0,2471853.0,2.0378591253609,4.418,1.8600663105308,0.025244303266308,0.4167,0.035,0.4167,0.035,3.4844,3.0,42463425.0,14759407.0,-0.0954,0.3402,2.3598,1.6277,1.6147,1.5185,1.5185,0.1598,4.596855000000002,0.0737,0.1895,Technology,0,-15.36458144158431
ODC,266000000.0,0.0141,71922000.0,56045000.0,56045000.0,15877000.0,14884000.0,8240000.0,8240000.0,1.22,1.11,7315395.0,7133000.0,0.2704,0.0585,28316000.0,15560000.0,8222000.0,0.056,0.031,12757000.0,19881000.0,83014000.0,86706000.0,194682000.0,30949000.0,62797000.0,158935000.0,131903000.0,7010000.0,21323000.0,12756000.0,10612000.0,-15026000.0,2572000.0,-9339000.0,3662000.0,-4414000.0,1.366330734223,2.682,1.7281010695014,0.41219425506478,1.4877,1.7884,1.4877,1.7884,18.4919,1.2879,181955000.0,20217000.0,-2.1065,-0.0243,0.0082,0.0425,-0.2365,-0.2375,-0.2449,0.0089,-0.6062,-0.0842,-0.0417,Basic Materials,1,36.040255817044724
