,Revenue,Revenue Growth,Gross Profit,SG&A Expense,Operating Expenses,Operating Income,Earnings before Tax,Net Income,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Gross Margin,EBIT Margin,EBITDA,EBIT,Consolidated Income,Earnings Before Tax Margin,Net Profit Margin,Cash and cash equivalents,Cash and short-term investments,Total current assets,"Property, Plant & Equipment Net",Total assets,Total current liabilities,Total liabilities,Retained earnings (deficit),Total shareholders equity,Other Liabilities,Depreciation & Amortization,Operating Cash Flow,Capital Expenditure,Investing Cash flow,Financing Cash Flow,Net cash flow / Change in cash,Free Cash Flow,priceToSalesRatio,assetTurnover,currentRatio,quickRatio,cashRatio,Price to Sales Ratio,Earnings Yield,Income Quality,SG&A to Revenue,Capex to Depreciation,Tangible Asset Value,Net Current Asset Value,Invested Capital,Gross Profit Growth,EBIT Growth,Operating Income Growth,EPS Growth,EPS Diluted Growth,Operating Cash Flow growth,Asset Growth,Sector,Class,2017 PRICE VAR [%]
SMBK,41660489.0,0.5831,41660489.0,30198081.0,32499601.0,9160888.0,9160888.0,5798808.0,4776808.0,0.82,0.78,5888408.0,5838574.0,1.0,0.2199,11349976.0,9160888.0,5798808.0,0.2199,0.1392,68748308.0,68748308.0,71134547.0,30535594.0,1062456285.0,957216145.0,957216145.0,16871296.0,105240140.0,952210755.0,2189088.0,11590741.0,-6994729.0,-54313341.0,31506275.0,-11216325.0,4596012.0,2.6233,0.039211485298899,0.07431398579262401,0.07182109114969,0.07182109114969,2.6233,0.0442,2.4265,0.7249,-3.1953,1055820630.0,-886081598.0,1032199696.0,0.5831,1.9078,1.9078,1.3429,1.4375,3.9503,0.0376,Financial Services,1,16.91810377014035
TIPT,506423000.0,0.2908,399639000.0,115612000.0,349743000.0,49896000.0,37835000.0,25320000.0,25320000.0,0.79,0.78,49599668.0,31721449.0,0.7891,0.1162,87388000.0,58845000.0,32338000.0,0.0747,0.05,74258000.0,123258000.0,1038415000.0,0.0,2890050000.0,915558000.0,2499906000.0,37974000.0,293431000.0,844970000.0,28543000.0,36643000.0,-1480000.0,-314291000.0,276952000.0,-696000.0,35163000.0,0.617,0.17522984031418,1.1341881126046,0.6259898335222901,0.08110682228761,0.617,0.1254,1.4472,0.2283,-0.0519,2723625000.0,-1461491000.0,3204237000.0,0.3059,1.7091,1.4128,3.6471,3.5882,4.8755,0.1584,Financial Services,0,-3.7482822886387366
VTN,2389078475.43874,0.09714961281708946,1434489022.5157702,767448359.4009353,1086690449.5419025,434572742.0481857,359707631.4012247,298149159.4303077,311024490.0418874,1.6093811083123426,1.5767378446115279,124307912.81843112,130188457.54463004,0.8612932851652889,0.20171025155335395,623062250.4494233,462604249.63510627,317884141.74666,0.1598176472382987,0.1031731791957846,807338553.7006253,1143206722.5833147,3389715439.7156854,423582263.06324464,18131016882.44385,5172626778.286861,12436448900.297503,1649452076.3146667,3181183309.8451133,3421174321.8844156,105674935.94098139,485303971.2419881,-86060782.20565915,-635531815.8243037,87688083.82268375,34915915.301781245,406956610.34660137,4.459012623493976,0.1863376598771606,1.5468788513242124,1.1083168590065942,0.6170357012140948,4.458956590361446,0.04334190977443609,1.4234334132730015,0.48947493212669685,-0.8621892006033183,13571352596.513668,-7304815956.5200615,14843131590.21091,0.10016695199999996,0.22941315142428786,0.30780521324503307,0.3307951753681391,0.3237302864792503,0.35467924420190977,0.11088819402985073,Financial Services,1,8.08039329524303
WIA,2389078475.43874,0.09714961281708946,1434489022.5157702,767448359.4009353,1086690449.5419025,434572742.0481857,359707631.4012247,298149159.4303077,311024490.0418874,1.6093811083123426,1.5767378446115279,124307912.81843112,130188457.54463004,0.8612932851652889,0.20171025155335395,623062250.4494233,462604249.63510627,317884141.74666,0.1598176472382987,0.1031731791957846,807338553.7006253,1143206722.5833147,3389715439.7156854,423582263.06324464,18131016882.44385,5172626778.286861,12436448900.297503,1649452076.3146667,3181183309.8451133,3421174321.8844156,105674935.94098139,485303971.2419881,-86060782.20565915,-635531815.8243037,87688083.82268375,34915915.301781245,406956610.34660137,4.459012623493976,0.1863376598771606,1.5468788513242124,1.1083168590065942,0.6170357012140948,4.458956590361446,0.04334190977443609,1.4234334132730015,0.48947493212669685,-0.8621892006033183,13571352596.513668,-7304815956.5200615,14843131590.21091,0.10016695199999996,0.22941315142428786,0.30780521324503307,0.3307951753681391,0.3237302864792503,0.35467924420190977,0.11088819402985073,Financial Services,1,7.190310166471188
PBBI,12587000.0,0.0674,12587000.0,8796000.0,11448000.0,1139000.0,1139000.0,900000.0,900000.0,0.12,0.12,7880402.0,7546165.0,1.0,0.0905,1573000.0,1139000.0,900000.0,0.0905,0.0715,5133000.0,5326000.0,9532000.0,3639000.0,502557000.0,364678000.0,417469000.0,25901000.0,85088000.0,364678000.0,434000.0,3832000.0,-193000.0,-31721000.0,27696000.0,-193000.0,3639000.0,5.2715,0.02504591518972,0.03593674151192617,0.029117186639618847,0.014075430928106,5.2715,0.0143,4.2578,0.6988,-0.4447,495645000.0,-412325000.0,546771000.0,0.0674,1.3436,1.3436,0.7143,0.7143,0.487,0.0611,Financial Services,1,9.163002165695334
VRTS,322554000.0,-0.1556,322554000.0,204690000.0,271740000.0,50814000.0,69546000.0,48502000.0,48502000.0,6.34,6.2,5888533.0,7648000.0,1.0,0.2527,87313000.0,81517000.0,48763000.0,0.2156,0.1504,83671000.0,87086000.0,194461000.0,7728000.0,824388000.0,76540000.0,465449000.0,-424279000.0,321673000.0,51364000.0,5796000.0,20918000.0,-2023000.0,3079000.0,-48063000.0,-24066000.0,18895000.0,2.2199,0.39126479279174,2.294,1.6065455970734,1.0931669715182,2.2199,0.0521,0.4313,0.6346,-0.349,779173000.0,-270988000.0,1054263000.0,-0.1556,0.1154,-0.3678,0.589,0.5816,1.0999,-0.0411,Financial Services,0,-3.8774270096499226
BMTC,155878000.0,0.0288,155878000.0,82492000.0,101674000.0,54204000.0,54204000.0,36036000.0,36036000.0,2.14,2.12,16913268.0,16859623.0,1.0,0.3477,66532000.0,54204000.0,36036000.0,0.3477,0.2312,50765000.0,50765000.0,73824000.0,41778000.0,3421530000.0,2861560000.0,3040403000.0,196569000.0,381127000.0,2786560000.0,12328000.0,54228000.0,-2207000.0,-497438000.0,350908000.0,-92302000.0,52021000.0,4.53,0.045557981370907004,0.03593674151192617,0.029117186639618847,0.017740323459931,4.53,0.0513,1.5048,0.5292,-0.179,3296360000.0,-2966579000.0,3669020000.0,0.0288,1.0907,1.0907,1.2292,1.2553,0.4298,0.1288,Financial Services,1,8.050062816338766
CPTA,68312000.0,0.0678,52555000.0,3804000.0,3804000.0,48751000.0,9152000.0,9152000.0,9152000.0,0.58,0.58,15850778.0,15819175.0,0.7693,0.4225,28863000.0,28863000.0,9152000.0,0.134,0.134,36281000.0,36281000.0,42704000.0,0.0,584415000.0,12355000.0,333833000.0,-14908000.0,250582000.0,2701000.0,0.0,69123000.0,0.0,0.0,-66947000.0,2176000.0,69123000.0,3.0837,0.11688953911176,3.4564144071226,3.4154593282072003,2.9365439093484,3.0837,0.0436,7.5528,0.0557,0.0,584415000.0,-291129000.0,869577000.0,0.0858,-0.122,0.0993,-0.3626,-0.3626,1.7172,-0.0765,Financial Services,0,-37.383181647493636
CIF,2389078475.43874,0.09714961281708946,1434489022.5157702,767448359.4009353,1086690449.5419025,434572742.0481857,359707631.4012247,298149159.4303077,311024490.0418874,1.6093811083123426,1.5767378446115279,124307912.81843112,130188457.54463004,0.8612932851652889,0.20171025155335395,623062250.4494233,462604249.63510627,317884141.74666,0.1598176472382987,0.1031731791957846,807338553.7006253,1143206722.5833147,3389715439.7156854,423582263.06324464,18131016882.44385,5172626778.286861,12436448900.297503,1649452076.3146667,3181183309.8451133,3421174321.8844156,105674935.94098139,485303971.2419881,-86060782.20565915,-635531815.8243037,87688083.82268375,34915915.301781245,406956610.34660137,4.459012623493976,0.1863376598771606,1.5468788513242124,1.1083168590065942,0.6170357012140948,4.458956590361446,0.04334190977443609,1.4234334132730015,0.48947493212669685,-0.8621892006033183,13571352596.513668,-7304815956.5200615,14843131590.21091,0.10016695199999996,0.22941315142428786,0.30780521324503307,0.3307951753681391,0.3237302864792503,0.35467924420190977,0.11088819402985073,Financial Services,1,25.15383136487327
CRVL,503584000.0,0.0222,104544000.0,58484000.0,58484000.0,46060000.0,46060000.0,28525000.0,28525000.0,1.44,1.43,19577086.0,19826000.0,0.2076,0.0915,66012000.0,46060000.0,28525000.0,0.0915,0.0566,58428000.0,58428000.0,123108000.0,53268000.0,220269000.0,80415000.0,88321000.0,393283000.0,131948000.0,67182000.0,19952000.0,51311000.0,-16756000.0,-17356000.0,-26692000.0,7263000.0,34555000.0,1.5325,2.2862227549042,1.531,1.4695641360443,0.7265808617795201,1.5325,0.0365,1.7988,0.1161,-0.8398,179168000.0,34787000.0,40325000.0,0.0458,0.0109,0.0109,0.0435,0.0438,0.1578,0.0411,Financial Services,1,41.82306329196518
PMBC,18590000.0,-0.4867,18590000.0,32722000.0,36401000.0,-17811000.0,-17811000.0,-34643000.0,-34643000.0,-1.51,-1.51,22998587.0,22802439.0,1.0,-0.9581,-17326000.0,-17811000.0,-34643000.0,-0.9581,-1.8635,142514000.0,146183000.0,145216000.0,1257000.0,1140689000.0,1016501000.0,1040970000.0,-47119000.0,99719000.0,1016501000.0,485000.0,4346000.0,-600000.0,-92337000.0,112915000.0,24924000.0,3746000.0,8.9075,0.016297167764395,0.1428586887765,0.14380999133301,0.14020055071269,8.9075,-0.2097,-0.1255,1.7602,-1.2371,1140689000.0,-895754000.0,1030702000.0,-0.4867,-3.8430479999999996,-3.440972,-3.7963,-3.8491,1.2541,0.0737,Financial Services,1,21.52778099716454
MSB,9721508.0,-0.554284,9721508.0,1014205.0,3605574.1,8558841.0,8558841.0,8558841.0,8558841.0,0.652,0.652,13120010.0,13120010.0,1.0,0.6216879999999997,8558841.0,8558841.0,8558841.0,0.6845279999999984,0.46468299999999974,2587165.0,8327824.0,9360900.0,0.0,10158653.198345,1386279.4,2345469.98,8989000.0,3.0,171999.0,0.0,8221213.0,0.0,-5430385.0,-8921606.0,-6130778.0,8221213.0,5.9112,0.99027672616811,11.305434782609,11.239094202899,3.124595410628,5.9112,0.14218999999999987,0.9606,0.1043,0.0,9816961.0,8533106.0,7229796.0,-0.6272,-0.6544,-0.6544,-0.6547,-0.6547,-0.6613,-0.0278,Financial Services,1,154.74426436069666
NCA,2389078475.43874,0.09714961281708946,1434489022.5157702,767448359.4009353,1086690449.5419025,434572742.0481857,359707631.4012247,298149159.4303077,311024490.0418874,1.6093811083123426,1.5767378446115279,124307912.81843112,130188457.54463004,0.8612932851652889,0.20171025155335395,623062250.4494233,462604249.63510627,317884141.74666,0.1598176472382987,0.1031731791957846,807338553.7006253,1143206722.5833147,3389715439.7156854,423582263.06324464,18131016882.44385,5172626778.286861,12436448900.297503,1649452076.3146667,3181183309.8451133,3421174321.8844156,105674935.94098139,485303971.2419881,-86060782.20565915,-635531815.8243037,87688083.82268375,34915915.301781245,406956610.34660137,4.459012623493976,0.1863376598771606,1.5468788513242124,1.1083168590065942,0.6170357012140948,4.458956590361446,0.04334190977443609,1.4234334132730015,0.48947493212669685,-0.8621892006033183,13571352596.513668,-7304815956.5200615,14843131590.21091,0.10016695199999996,0.22941315142428786,0.30780521324503307,0.3307951753681391,0.3237302864792503,0.35467924420190977,0.11088819402985073,Financial Services,1,1.7738677276216823
FNLC,53846000.0,0.0432,53846000.0,28551000.0,29383000.0,24463000.0,24463000.0,18009000.0,18009000.0,1.68,1.66,10791668.0,10791668.0,1.0,0.4543,26208000.0,24463000.0,18009000.0,0.4543,0.3345,17659000.0,17952000.0,26138000.0,22202000.0,1712875000.0,1401731000.0,1540354000.0,111693000.0,172521000.0,1327131000.0,1745000.0,21190000.0,-2131000.0,-148177000.0,130054000.0,3067000.0,19059000.0,6.4354,0.031436035904546,0.03593674151192617,0.029117186639618847,0.0136214959452507,6.4354,0.0523,1.1766,0.5302,-1.2212,1683070000.0,-1514216000.0,1944312000.0,0.0432,0.1263,0.1263,0.1053,0.0993,0.0216,0.0946,Financial Services,0,-12.08971569113673
MBCN,29193000.0,0.0242,29193000.0,14561000.0,20872000.0,8321000.0,8321000.0,6416000.0,6416000.0,1.52,1.515,4501414.0,4501414.0,1.0,0.285,9387000.0,8321000.0,6416000.0,0.285,0.2198,32495000.0,32495000.0,36489000.0,11203000.0,787821000.0,699456000.0,710861000.0,41334000.0,76960000.0,699456000.0,1066000.0,7801000.0,-2166000.0,-45980000.0,46924000.0,8745000.0,5635000.0,3.0068,0.037055371715147986,0.052167684600604,0.046457532711135986,0.046457532711135986,3.0068,0.0779,1.2159,0.4988,-2.0319,783226000.0,-674372000.0,828527000.0,0.0242,-0.0126,-0.0126,-0.1085,-0.1062,0.0862,0.0717,Financial Services,1,26.57289636212213
NKSH,42229000.0,-0.0861,42229000.0,14533000.0,23335000.0,18894000.0,18894000.0,14942000.0,14942000.0,2.15,2.15,6957974.0,6957974.0,1.0,0.4474,19952000.0,18894000.0,14942000.0,0.4474,0.3538,94242000.0,174510000.0,103136000.0,8853000.0,1233942000.0,1043497000.0,1055679000.0,178224000.0,178263000.0,1043497000.0,1058000.0,17533000.0,0.0,-32223000.0,16512000.0,1822000.0,17776000.0,7.1097,0.034222840295573,0.09883689172082,0.16723574672472,0.090313628117762,7.1097,0.0498,1.1734,0.3441,0.0,1227976000.0,-952543000.0,1133734000.0,-0.0861,-0.0816,-0.0816,-0.057,-0.057,-0.1459,0.0253,Financial Services,1,8.284233376584348
AMNB,63109000.0,0.0245,63109000.0,27471000.0,39801000.0,23308000.0,23308000.0,16301000.0,16301000.0,1.89,1.89,8615473.0,8611507.0,1.0,0.3693,26164000.0,23308000.0,16301000.0,0.3693,0.2583,53207000.0,53207000.0,65614000.0,25439000.0,1678638000.0,1440409000.0,1477258000.0,119600000.0,201380000.0,1430429000.0,2856000.0,16117000.0,-3612000.0,-175366000.0,117119000.0,-42130000.0,12505000.0,4.7918,0.037595360047848,0.045552339647975,0.036938813906327986,0.036938813906327986,4.7918,0.0538,0.9887,0.4353,-1.2647,1633047000.0,-1411644000.0,1676710000.0,0.0245,0.1068,0.1068,0.0925,0.0925,-0.1633,0.0847,Financial Services,1,11.987675397871337
HBANO,2389078475.43874,0.09714961281708946,1434489022.5157702,767448359.4009353,1086690449.5419025,434572742.0481857,359707631.4012247,712000000.0,712000000.0,1.6093811083123426,1.5767378446115279,124307912.81843112,130188457.54463004,0.8612932851652889,0.20171025155335395,623062250.4494233,712000000.0,712000000.0,0.1598176472382987,0.1031731791957846,807338553.7006253,1143206722.5833147,3389715439.7156854,423582263.06324464,99714000000.0,5172626778.286861,64115659999.99997,-227000000.0,10308000000.0,0.0,380000000.0,485303971.2419881,-86060782.20565915,-3445000000.0,1814000000.0,538000000.0,406956610.34660137,4.459012623493976,0.1863376598771606,1.5468788513242124,1.1083168590065942,0.6170357012140948,4.458956590361446,0.04334190977443609,1.4234334132730015,0.48947493212669685,-0.8621892006033183,13571352596.513668,-7304815956.5200615,14843131590.21091,0.10016695199999996,0.22941315142428786,0.30780521324503307,0.3307951753681391,0.3237302864792503,0.35467924420190977,0.11088819402985073,Financial Services,1,17.21876317772472
CFFI,88478000.0,0.0589,88478000.0,49573000.0,70560000.0,17918000.0,17918000.0,13459000.0,13459000.0,3.9,3.89,3459636.0,3454282.0,1.0,0.2025,21338000.0,17918000.0,13459000.0,0.2025,0.1521,103201000.0,103201000.0,164945000.0,35804000.0,1451992000.0,1134075000.0,1312778000.0,125162000.0,139214000.0,1134075000.0,3420000.0,26977000.0,-1691000.0,-106324000.0,29605000.0,-49742000.0,25286000.0,1.8867,0.060935597441308,0.1454445252739,0.091000154310782,0.091000154310782,1.8867,0.0808,2.0044,0.5603,-0.4944,1435298000.0,-1147833000.0,1496664000.0,0.0589,0.0308,0.0308,0.0598,0.0571,0.7595,0.0334,Financial Services,1,23.417128260517863
ISG,2389078475.43874,0.09714961281708946,1434489022.5157702,767448359.4009353,1086690449.5419025,434572742.0481857,359707631.4012247,2599301943.8444777,2740728858.1713333,1.6093811083123426,1.5767378446115279,124307912.81843112,130188457.54463004,0.8612932851652889,0.20171025155335395,623062250.4494233,4323659999.999998,2757382000.000004,0.1598176472382987,0.1031731791957846,807338553.7006253,1143206722.5833147,3389715439.7156854,423582263.06324464,99714000000.0,5172626778.286861,64115659999.99997,16001145833.333324,21868790453.800663,0.0,536000000.0,485303971.2419881,-86060782.20565915,194015599.99999964,-2539980000.0,-672320000.0,406956610.34660137,4.459012623493976,0.1863376598771606,1.5468788513242124,1.1083168590065942,0.6170357012140948,4.458956590361446,0.04334190977443609,1.4234334132730015,0.48947493212669685,-0.8621892006033183,13571352596.513668,-7304815956.5200615,14843131590.21091,0.10016695199999996,0.22941315142428786,0.30780521324503307,0.3307951753681391,0.3237302864792503,0.35467924420190977,0.11088819402985073,Financial Services,1,8.057379809301336
SHBI,53046000.0,0.0855,53046000.0,36511000.0,37147000.0,15899000.0,15899000.0,9638000.0,9638000.0,0.76,0.76,12664797.0,12664797.0,1.0,0.2997,18348000.0,15899000.0,9638000.0,0.2997,0.1817,75938000.0,75938000.0,82238000.0,16558000.0,1160271000.0,1004113000.0,1005972000.0,90964000.0,154299000.0,1004113000.0,2449000.0,19022000.0,-699000.0,-33734000.0,16839000.0,2127000.0,18323000.0,3.6959,0.045718629527067005,0.081901140608677,0.075626946369582,0.075626946369582,3.6959,0.0491,1.9736,0.6883,-0.2854,1147261000.0,-923734000.0,1074526000.0,0.0855,0.3806,0.3806,0.3571,0.3571,0.2582,0.0221,Financial Services,1,9.299085730504943
TCFC,41342000.0,0.0768,41342000.0,24829000.0,29595000.0,11747000.0,11747000.0,7331000.0,7331000.0,1.59,1.59,4657528.0,4657528.0,1.0,0.2841,13291000.0,11747000.0,7331000.0,0.2841,0.1773,11263000.0,11263000.0,23350000.0,22550000.0,1334257000.0,1149272000.0,1229831000.0,58100000.0,104426000.0,1129272000.0,1544000.0,12915000.0,-3970000.0,-195126000.0,182335000.0,124000.0,8945000.0,3.2198,0.030985035116923,0.03593674151192617,0.029117186639618847,0.0136214959452507,3.2198,0.0556,1.7617,0.6006,-2.5712,1334257000.0,-1206481000.0,1502553000.0,0.0768,0.1775,0.1775,0.1691,0.1778,0.0334,0.16699999999999998,Financial Services,1,35.12229445807137
GBL,353000000.0,-0.0734,353000000.0,137279000.0,161204000.0,191796000.0,182227000.0,117121000.0,117121000.0,4.01,3.92,29495016.0,29182000.0,1.0,0.5521,195526000.0,194901000.0,117121000.0,0.5162,0.3318,39812000.0,39812000.0,99364000.0,0.0,149229000.0,75443000.0,315876000.0,80515000.0,-83481439.99999999,31581000.0,625000.0,115737000.0,0.0,-1435000.0,-88247000.0,26093000.0,115737000.0,2.6236,2.3654919620181,1.317073817319,1.1924366740453,0.52770966159882,2.6236,0.1277,0.9882,0.3889,0.0,145464000.0,-216512000.0,344673000.0,-0.0734,0.3556,0.2964,0.2226,0.2099,-0.325,0.4363,Financial Services,0,-5.254530566197013
AUBN,26600000.0,-0.0166,26600000.0,11300000.0,16138000.0,10462000.0,11252000.0,8150000.0,8150000.0,2.24,2.24,3643523.0,3643504.0,1.0,0.423,12452000.0,11252000.0,8150000.0,0.423,0.3064,121277000.0,121277000.0,123167000.0,12602000.0,831943000.0,746549000.0,749766000.0,85716000.0,82177000.0,746549000.0,1200000.0,10487000.0,-1206000.0,-12582000.0,9442000.0,7347000.0,9281000.0,4.2791,0.031973344327676005,0.16498180293591,0.16245015397516002,0.16245015397516002,4.2791,0.0717,1.2867,0.4248,-1.005,831943000.0,-626599000.0,717249000.0,-0.0166,0.0538,-0.0524,0.037000000000000005,0.037000000000000005,-0.0336,0.0181,Financial Services,1,27.84957687759168
OVBC,41739000.0,0.018000000000000002,41739000.0,24012000.0,32899000.0,8840000.0,8840000.0,6920000.0,6920000.0,1.59,1.59,4665765.0,4665765.0,1.0,0.2118,10113000.0,8840000.0,6920000.0,0.2118,0.1658,40166000.0,41836000.0,46280000.0,12783000.0,954640000.0,804527000.0,850112000.0,69117000.0,104528000.0,804527000.0,1273000.0,13366000.0,-1683000.0,-38434000.0,19704000.0,-5364000.0,11683000.0,3.0841,0.043722240844716,0.057524483329957,0.052000740807952986,0.049924986979927,3.0841,0.0576,1.9315,0.5753,-1.3221,946169000.0,-803832000.0,951588000.0,0.018000000000000002,-0.2234,-0.2234,-0.2356,-0.2356,0.2854,0.1989,Financial Services,1,50.331921952556115
AFT,2389078475.43874,0.09714961281708946,1434489022.5157702,767448359.4009353,1086690449.5419025,434572742.0481857,359707631.4012247,298149159.4303077,311024490.0418874,1.6093811083123426,1.5767378446115279,124307912.81843112,130188457.54463004,0.8612932851652889,0.20171025155335395,623062250.4494233,462604249.63510627,317884141.74666,0.1598176472382987,0.1031731791957846,807338553.7006253,1143206722.5833147,3389715439.7156854,423582263.06324464,18131016882.44385,5172626778.286861,12436448900.297503,1649452076.3146667,3181183309.8451133,3421174321.8844156,105674935.94098139,485303971.2419881,-86060782.20565915,-635531815.8243037,87688083.82268375,34915915.301781245,406956610.34660137,4.459012623493976,0.1863376598771606,1.5468788513242124,1.1083168590065942,0.6170357012140948,4.458956590361446,0.04334190977443609,1.4234334132730015,0.48947493212669685,-0.8621892006033183,13571352596.513668,-7304815956.5200615,14843131590.21091,0.10016695199999996,0.22941315142428786,0.30780521324503307,0.3307951753681391,0.3237302864792503,0.35467924420190977,0.11088819402985073,Financial Services,0,-0.011719785445198456
AMSF,396662000.0,-0.0107,137702000.0,24881000.0,24881000.0,112821000.0,112821000.0,77865000.0,77865000.0,4.08,4.05,19230135.0,19105806.0,0.3472,0.2844,114002000.0,112821000.0,77865000.0,0.2844,0.1963,58936000.0,88516000.0,366547000.0,6636000.0,1518856000.0,207084000.0,1062706000.0,270418000.0,456150000.0,166045000.0,1181000.0,114212000.0,-1638000.0,-50478000.0,-74279000.0,-10545000.0,112574000.0,3.0567,0.26115839816283,1.770040176933,1.3111635857913,0.28459948619884,3.0567,0.0647,1.4668,0.0627,-1.3869999999999998,1518856000.0,-696159000.0,1459920000.0,0.098,0.1174,0.1174,0.0968,0.0976,0.23,0.0112,Financial Services,1,4.536343862950859
BCRH,42600000.0,0.1181,28900000.0,14600000.0,14600000.0,14300000.0,14300000.0,14300000.0,14300000.0,1.63,1.63,8756071.0,8756071.0,0.6784,0.3357,14300000.0,14300000.0,14300000.0,0.3357,0.3357,4700000.0,4700000.0,204300000.0,0.0,204700000.0,20900000.0,21400000.0,9000000.0,183300000.0,13800000.0,0.0,30400000.0,0.0,0.0,-31800000.0,-1400000.0,30400000.0,3.7717,0.20810942843185,9.7751196172249,0.5933014354066999,0.22488038277512,3.7717,0.0888,2.1259,0.3427,0.0,204700000.0,182900000.0,200000000.0,-0.1859,-0.3125,-0.3125,-0.3093,-0.3093,4.875884999999996,-0.0593,Financial Services,0,-28.99474236147361
BCTF,22012025.0,0.4676,22012025.0,15266512.0,20888488.0,1123537.0,1123537.0,5295127.0,5295127.0,1.57,1.57,3438190.0,3438190.0,1.0,0.051,1810303.0,1123537.0,5295127.0,0.051,0.2406,16411344.0,16411344.0,32199069.0,10113470.0,328867198.0,257775446.0,278090621.0,25700007.0,50776577.0,227775446.0,686766.0,6920133.0,-919060.0,-62129562.0,51795909.0,-3413520.0,6001073.0,1.9681,0.066932868750261,0.12491131137447,0.06366527244802099,0.06366527244802099,1.9681,0.1246,1.3069,0.6936,-1.3382,328584266.0,-245891552.0,362172922.0,0.4676,2.2986,2.2986,4.610947999999999,4.610947999999999,0.3609,0.2136,Financial Services,1,17.06348650267414
BFY,2389078475.43874,0.09714961281708946,1434489022.5157702,767448359.4009353,1086690449.5419025,434572742.0481857,359707631.4012247,298149159.4303077,311024490.0418874,1.6093811083123426,1.5767378446115279,124307912.81843112,130188457.54463004,0.8612932851652889,0.20171025155335395,623062250.4494233,462604249.63510627,317884141.74666,0.1598176472382987,0.1031731791957846,807338553.7006253,1143206722.5833147,3389715439.7156854,423582263.06324464,18131016882.44385,5172626778.286861,12436448900.297503,1649452076.3146667,3181183309.8451133,3421174321.8844156,105674935.94098139,485303971.2419881,-86060782.20565915,-635531815.8243037,87688083.82268375,34915915.301781245,406956610.34660137,4.459012623493976,0.1863376598771606,1.5468788513242124,1.1083168590065942,0.6170357012140948,4.458956590361446,0.04334190977443609,1.4234334132730015,0.48947493212669685,-0.8621892006033183,13571352596.513668,-7304815956.5200615,14843131590.21091,0.10016695199999996,0.22941315142428786,0.30780521324503307,0.3307951753681391,0.3237302864792503,0.35467924420190977,0.11088819402985073,Financial Services,1,7.420769935960783
BKT,2389078475.43874,0.09714961281708946,1434489022.5157702,767448359.4009353,1086690449.5419025,434572742.0481857,359707631.4012247,298149159.4303077,311024490.0418874,1.6093811083123426,1.5767378446115279,124307912.81843112,130188457.54463004,0.8612932851652889,0.20171025155335395,623062250.4494233,462604249.63510627,317884141.74666,0.1598176472382987,0.1031731791957846,807338553.7006253,1143206722.5833147,3389715439.7156854,423582263.06324464,18131016882.44385,5172626778.286861,12436448900.297503,1649452076.3146667,3181183309.8451133,3421174321.8844156,105674935.94098139,485303971.2419881,-86060782.20565915,-635531815.8243037,87688083.82268375,34915915.301781245,406956610.34660137,4.459012623493976,0.1863376598771606,1.5468788513242124,1.1083168590065942,0.6170357012140948,4.458956590361446,0.04334190977443609,1.4234334132730015,0.48947493212669685,-0.8621892006033183,13571352596.513668,-7304815956.5200615,14843131590.21091,0.10016695199999996,0.22941315142428786,0.30780521324503307,0.3307951753681391,0.3237302864792503,0.35467924420190977,0.11088819402985073,Financial Services,1,3.6604520794205833
BNY,2389078475.43874,0.09714961281708946,1434489022.5157702,767448359.4009353,1086690449.5419025,434572742.0481857,359707631.4012247,298149159.4303077,311024490.0418874,1.6093811083123426,1.5767378446115279,124307912.81843112,130188457.54463004,0.8612932851652889,0.20171025155335395,623062250.4494233,462604249.63510627,317884141.74666,0.1598176472382987,0.1031731791957846,807338553.7006253,1143206722.5833147,3389715439.7156854,423582263.06324464,18131016882.44385,5172626778.286861,12436448900.297503,1649452076.3146667,3181183309.8451133,3421174321.8844156,105674935.94098139,485303971.2419881,-86060782.20565915,-635531815.8243037,87688083.82268375,34915915.301781245,406956610.34660137,4.459012623493976,0.1863376598771606,1.5468788513242124,1.1083168590065942,0.6170357012140948,4.458956590361446,0.04334190977443609,1.4234334132730015,0.48947493212669685,-0.8621892006033183,13571352596.513668,-7304815956.5200615,14843131590.21091,0.10016695199999996,0.22941315142428786,0.30780521324503307,0.3307951753681391,0.3237302864792503,0.35467924420190977,0.11088819402985073,Financial Services,1,7.436320115176851
BYM,2389078475.43874,0.09714961281708946,1434489022.5157702,767448359.4009353,1086690449.5419025,434572742.0481857,359707631.4012247,298149159.4303077,311024490.0418874,1.6093811083123426,1.5767378446115279,124307912.81843112,130188457.54463004,0.8612932851652889,0.20171025155335395,623062250.4494233,462604249.63510627,317884141.74666,0.1598176472382987,0.1031731791957846,807338553.7006253,1143206722.5833147,3389715439.7156854,423582263.06324464,18131016882.44385,5172626778.286861,12436448900.297503,1649452076.3146667,3181183309.8451133,3421174321.8844156,105674935.94098139,485303971.2419881,-86060782.20565915,-635531815.8243037,87688083.82268375,34915915.301781245,406956610.34660137,4.459012623493976,0.1863376598771606,1.5468788513242124,1.1083168590065942,0.6170357012140948,4.458956590361446,0.04334190977443609,1.4234334132730015,0.48947493212669685,-0.8621892006033183,13571352596.513668,-7304815956.5200615,14843131590.21091,0.10016695199999996,0.22941315142428786,0.30780521324503307,0.3307951753681391,0.3237302864792503,0.35467924420190977,0.11088819402985073,Financial Services,1,7.711731985734109
