,Revenue,Gross Profit,SG&A Expense,Operating Expenses,Operating Income,Earnings before Tax,Net Income,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Gross Margin,EBIT Margin,Free Cash Flow margin,EBITDA,EBIT,Consolidated Income,Earnings Before Tax Margin,Net Profit Margin,Cash and cash equivalents,Cash and short-term investments,Total current assets,"Property, Plant & Equipment Net",Total assets,Total current liabilities,Total liabilities,Retained earnings (deficit),Total shareholders equity,Other Liabilities,Depreciation & Amortization,Operating Cash Flow,Capital Expenditure,Investing Cash flow,Financing Cash Flow,Net cash flow / Change in cash,Free Cash Flow,priceToSalesRatio,returnOnEquity,assetTurnover,currentRatio,quickRatio,cashRatio,Price to Sales Ratio,Earnings Yield,Income Quality,Capex to Depreciation,Tangible Asset Value,Net Current Asset Value,Invested Capital,ROE,Gross Profit Growth,Operating Income Growth,Operating Cash Flow growth,Sector,Class,2016 PRICE VAR [%]
PRK,300193000.0,300193000.0,166579000.0,182516000.0,117677000.0,117145000.0,81012000.0,81012000.0,5.27,5.26,15350817.0,15350817.0,1.0,0.3902,0.2594,124492000.0,117145000.0,81012000.0,0.3902,0.2699,149459000.0,149459000.0,267420000.0,59493000.0,7311354000.0,5744222000.0,6597999000.0,507505000.0,713355000.0,5744222000.0,7347000.0,89234000.0,-11361000.0,-395468000.0,217994000.0,-88240000.0,77873000.0,4.6268,0.1136,0.04105846878704,0.046554607395047985,0.02963218043114296,0.026019015281791003,4.6268,0.0582,1.1015,-1.5463,7239020000.0,-6330579000.0,8266908000.0,0.1136,-0.0251,-0.041,0.2438,Financial Services,1,42.1037910129316
PFBI,48054000.0,48054000.0,26545000.0,33695000.0,14359000.0,19349000.0,12446000.0,12446000.0,1.104,1.08,10218776.0,10218776.0,1.0,0.4027,0.3307,21506000.0,19349000.0,12446000.0,0.4027,0.259,72539000.0,72539000.0,88741000.0,19841000.0,1244693000.0,1082211000.0,1097461000.0,77592000.0,147232000.0,1082211000.0,2157000.0,16832000.0,-941000.0,-472000.0,-19205000.0,-2845000.0,15891000.0,2.7968,0.0845,0.038607110347692,0.081999720941665,0.06702851846821,0.06702851846821,2.7968,0.0839,1.3524,-0.4363,1208717000.0,-1008720000.0,1169164000.0,0.0845,0.0036,0.0599,-0.0913,Financial Services,1,28.125009805959465
CCBG,128848000.0,128848000.0,83152000.0,115273000.0,13575000.0,13575000.0,9116000.0,9116000.0,0.53,0.53,17144404.0,17273000.0,1.0,0.1054,0.2255,20161000.0,13575000.0,9116000.0,0.1054,0.0708,378905000.0,378905000.0,409827000.0,98819000.0,2797860000.0,2363907000.0,2523508000.0,258181000.0,274352000.0,2363907000.0,6586000.0,33761000.0,-4703000.0,-197053000.0,157141000.0,-6151000.0,29058000.0,2.0425,0.0332,0.046052340002716,0.17336849546112,0.16028760860728,0.16028760860728,2.0425,0.0345,3.7035,-0.7141,2713049000.0,-2113681000.0,2486354000.0,0.0332,0.0285,0.2438,0.3423,Financial Services,1,37.825025252139724
ENFC,34716000.0,34716000.0,20364000.0,25868000.0,8848000.0,7086000.0,23825000.0,23825000.0,3.64,3.64,6546375.0,6546375.0,1.0,0.2041,0.1278,7781000.0,7086000.0,23825000.0,0.2041,0.4685579999999999,40650000.0,41050000.0,63080000.0,23042000.0,1031416000.0,846830000.0,899947000.0,69763000.0,131469000.0,716830000.0,695000.0,7994000.0,-3556000.0,-95350000.0,69024000.0,-18332000.0,4438000.0,3.6503,0.1812,0.033658581988257004,0.0744895669733,0.048474900511319,0.04800255068904,3.6503,0.16460299999999994,0.3355,-5.1165,1030115000.0,-836867000.0,1159596000.0,0.1812,0.0877,0.0855,1.3225,Financial Services,1,10.101557399677127
IMH,166957000.0,166957000.0,133459000.0,141601000.0,25356000.0,58923000.0,80799000.0,80799000.0,7.240799999999999,6.4,10322602.0,10322602.0,1.0,0.6085962485875699,0.1843,337352000.0,333776000.0,80799000.0,0.3529,0.4685579999999999,35883000.0,35883000.0,4981533000.0,0.0,5210852000.0,357316000.0,5096362000.0,-983936000.0,114490000.0,357316000.0,3576000.0,30664000.0,0.0,142097481.41721565,-722715000.0,22336000.0,30773000.0,1.1129,0.7057,0.032040249847818,13.941533544538,0.10042371458317,0.10042371458317,1.1129,0.16460299999999994,0.3795,0.0,5075939000.0,-114829000.0,5472105000.0,0.7057,1.7961,2.9208,0.0228,Financial Services,0,-18.91266792720084
BMRC,75880000.0,75880000.0,38263000.0,46949000.0,28931000.0,28931000.0,18441000.0,18441000.0,1.545,1.52,12124814.0,11932000.0,1.0,0.3813,0.2934,31518000.0,28931000.0,18441000.0,0.3813,0.243,26343000.0,26343000.0,33410000.0,9305000.0,2031134000.0,1782071000.0,1816661000.0,129553000.0,214473000.0,1782071000.0,2587000.0,23682000.0,-1418000.0,-263278000.0,224572000.0,-15024000.0,22264000.0,4.2664,0.086,0.03735844114667,0.03600406727657641,0.02963218043114296,0.014782239315942,4.2664,0.0579,1.2842,-0.5481,2021585000.0,-1783251000.0,2067637000.0,0.086,-0.0362,-0.0903,0.2559,Financial Services,1,32.99012470955029
PDI,333952000.0,305540000.0,803203037.3751388,1132842571.8992295,230220000.0,230220000.0,332598563.89720786,345888646.562127,5.06,5.06,45000000.0,138387602.47301796,0.9149,0.21667214089291809,0.09919156825396826,660940529.9142348,501230025.74006975,356246481.1141156,0.57771,0.13339681055151828,821029907.4890943,107000000.0,3415082431.3561616,437053479.68457556,18325472700.573837,5033318062.4145775,12619243613.823097,35000000.0,3261287518.9958262,3290559668.378501,99375693.10484406,291000000.0,-94977142.78990524,-675240172.134841,-278000000.0,13000000.0,412558822.9444419,3.8427666730158725,0.08637568571428572,0.1844748663482318,1.6386984908775921,1.1137290913572409,0.5702382455365206,3.8427666730158725,0.05554195245641838,1.1893827428571437,-0.870373492063492,14318658228.293219,-7358243985.430833,14771027126.221912,0.08637542857142856,0.11292825396825397,0.16510428571428573,0.27560914444444423,Financial Services,1,15.703825002236734
AC,22842000.0,23151000.0,26343000.0,37463000.0,-14312000.0,-1796000.0,-111000.0,-111000.0,0.0,0.0,25444244.0,24887000.0,1.0,-0.0235,-2.0729,-523000.0,-536000.0,-891000.0,-0.0786,-0.0049,205750000.0,345064000.0,513867000.0,0.0,836748000.0,67322050.0,79461000.0,2072000.0,749196000.0,5748050.0,13000.0,-47350000.0,0.0,-41734000.0,9281000.0,-79803000.0,-47350000.0,33.9747,-0.0001,0.027298541496364,7.6329672076237,6.1484610168585005,3.0562052106256004,33.9747,0.0,9.795838000000039,0.0,833494000.0,434406000.0,637367000.0,-0.0001,0.099,-0.4422,0.1926,Financial Services,1,11.883977669240195
DHIL,124425986.0,124425986.0,65706234.0,65706234.0,58719752.0,57983162.0,37074497.0,37074497.0,7.240799999999999,7.073399999999998,3407358.0,3277920.0,1.0,0.466,0.4057,58608950.0,57983162.0,37074497.0,0.466,0.298,57474777.0,57474777.0,112481620.0,4253361.0,145186581.0,29635824.0,39872567.0,22072271.0,105314014.0,21984500.0,625788.0,52031319.0,-1550857.0,-11875783.0,-18457899.0,21697637.0,50480462.0,5.1757,0.35200000000000004,0.8570074806018101,3.7954611958824,2.5662886579432,1.9393682794175,5.1757,0.0598,1.4034,-2.4782,145186581.0,72609053.0,87711804.0,0.35200000000000004,0.19,0.2372,0.2208,Financial Services,1,21.62479157333528
PUB,76644000.0,76644000.0,37529000.0,44751000.0,31893000.0,29876000.0,19614000.0,19614000.0,1.21,1.17,17525418.0,16258424.0,1.0,0.3898,0.2729,32428000.0,29876000.0,19614000.0,0.3898,0.2559,42349000.0,44581000.0,68863000.0,22104000.0,1555982000.0,1336703000.0,1346574000.0,142223000.0,209408000.0,1336703000.0,2552000.0,22737000.0,-1822000.0,-194442000.0,166352000.0,-5353000.0,20915000.0,3.9352,0.0937,0.049257639227189,0.051517053526475,0.033351462516356005,0.031681682467982995,3.9352,0.0703,1.1592,-0.7139,1555982000.0,-1277711000.0,1540837000.0,0.0937,0.1192,0.2612,0.1565,Financial Services,1,60.3323740339286
ESSA,49610000.0,49610000.0,32983000.0,36865000.0,12745000.0,12745000.0,9791000.0,9791000.0,0.94,0.93,11412821.0,11412821.0,1.0,0.2569,0.3721,14708000.0,12745000.0,9791000.0,0.2569,0.1974,20508000.0,22258000.0,23052000.0,16553000.0,1606544000.0,1188093000.0,1435264000.0,83658000.0,171280000.0,1188093000.0,1963000.0,19336000.0,-878000.0,-40366000.0,17487000.0,-3543000.0,18458000.0,2.9815,0.0572,0.030879951000408,0.03600406727657641,0.02963218043114296,0.017261275001199,2.9815,0.0725,1.9749,-0.4473,1594526000.0,-1412212000.0,1898731000.0,0.0572,0.0974,0.1185,0.3365,Financial Services,1,19.067066533253488
FFNW,33925000.0,33925000.0,19533000.0,19878000.0,14047000.0,14047000.0,9160000.0,9160000.0,0.67,0.67,14107868.0,13528393.0,1.0,0.4141,0.4402,14856000.0,14047000.0,9160000.0,0.4141,0.27,105711000.0,105711000.0,113567000.0,17707000.0,979913000.0,759542000.0,809240000.0,42892000.0,170673000.0,675542000.0,809000.0,16715000.0,-1781000.0,-45314000.0,30261000.0,1662000.0,14934000.0,5.8053,0.0537,0.034620420384259,0.14952036885386,0.13917729368488,0.13917729368488,5.8053,0.048,1.8248,-2.2015,979913000.0,-695673000.0,1001496000.0,0.0537,-0.032,-0.1509,-0.1006,Financial Services,1,47.10470681696823
OPY,897801000.0,871779000.0,740211000.0,857878000.0,13901000.0,2368000.0,1962000.0,1962000.0,0.14,0.14,13433048.0,13640610.0,0.971,0.0208,-0.0282,26612000.0,18697000.0,2898000.0,0.0026,0.0022,63364000.0,126364000.0,2405291000.0,28285000.0,2698004000.0,2017937000.0,2172922000.0,417001000.0,518058000.0,1101910000.0,7915000.0,-19413000.0,-5889000.0,-5889000.0,24859000.0,-443000.0,-25302000.0,0.26,0.0038,0.33276488841381,1.1919554475685,0.6603328052362399,0.031400385641375,0.26,0.0081,-6.936654,-0.7440000000000001,2528415000.0,232369000.0,3492057000.0,0.0038,-0.0885,-0.5929,-1.2479,Financial Services,1,16.520473271087972
BOCH,36953000.0,36953000.0,19274000.0,24905000.0,12048000.0,12048000.0,8586000.0,8295000.0,0.62,0.62,13373890.0,13331000.0,1.0,0.326,0.2606,13572000.0,12048000.0,8586000.0,0.326,0.2323,51192000.0,51192000.0,57227000.0,11072000.0,1015441000.0,883132000.0,924919000.0,66562000.0,90522000.0,808132000.0,1524000.0,10336000.0,-705000.0,-30293000.0,12727000.0,-7230000.0,9631000.0,2.4176,0.0948,0.036391085252614,0.064800052540277,0.057966419515995,0.057966419515995,2.4176,0.0928,1.2461,-0.4626,1015441000.0,-867692000.0,1069253000.0,0.0948,0.0952,0.6488,-0.2659,Financial Services,1,45.488045295026026
FCNCA,1371329000.0,1371329000.0,733881000.0,1038915000.0,332414000.0,332414000.0,210386000.0,210386000.0,7.240799999999999,7.073399999999998,12010405.0,12010405.0,1.0,0.2424,0.1045,443025000.0,332414000.0,210386000.0,0.2424,0.1534,2597218000.0,2597218000.0,733501000.0,1135829000.0,31475934000.0,22428295870.000042,28603825000.0,2265621000.0,2872109000.0,12428205239.99999,110611000.0,233056000.0,-89734000.0,-1248003000.0,944851000.0,-70096000.0,143322000.0,2.2611,0.0733,0.043567539568484,0.03600406727657641,0.094351939230972,0.094351939230972,2.2611,0.0679,1.1078,-0.8113,31245175000.0,-27870324000.0,29946845000.0,0.0733,0.3027,0.6327,0.2788,Financial Services,1,42.95866956168077
WTBA,61507000.0,61507000.0,24128000.0,30068000.0,31439000.0,31439000.0,21742000.0,21742000.0,1.35,1.35,16064435.0,16064435.0,1.0,0.5111,0.4665,32360000.0,31439000.0,21742000.0,0.5111,0.3535,72651000.0,72651000.0,77339000.0,11562000.0,1748396000.0,1468070000.0,1596019000.0,129740000.0,152377000.0,1468070000.0,921000.0,31197000.0,-2502000.0,-106400000.0,108073000.0,32870000.0,28695000.0,5.1583,0.1427,0.035179101301993,0.052680730482879,0.049487422261881,0.049487422261881,5.1583,0.0684,1.4349,-2.7166,1748396000.0,-1518680000.0,1824680000.0,0.1427,0.048,0.17800000000000002,0.1868,Financial Services,1,36.00800469737846
AROW,92702000.0,92702000.0,56244000.0,57430000.0,35272000.0,35272000.0,24662000.0,24662000.0,1.6969999999999998,1.6969999999999998,14527678.0,14513112.0,1.0,0.3805,0.3151,41565000.0,35272000.0,24662000.0,0.3805,0.266,51068000.0,51068000.0,53086000.0,27440000.0,2446188000.0,2135596000.0,2232217000.0,32139000.0,213971000.0,2135596000.0,6293000.0,28926000.0,0.0,-229539000.0,205386000.0,4773000.0,29206000.0,3.8966,0.1153,0.037896514904006,0.03600406727657641,0.02963218043114296,0.023912762526246,3.8966,0.0683,1.1729,0.0,2421208000.0,-2179131000.0,2550313000.0,0.1153,0.0587,0.0518,-0.056,Financial Services,1,52.66770593671856
BANF,286925000.0,286925000.0,136160000.0,185715000.0,101210000.0,101210000.0,66170000.0,66170000.0,2.13,2.09,31194560.0,31194560.0,1.0,0.3527,0.2331,113111000.0,101210000.0,66170000.0,0.3527,0.2306,1598177000.0,1598177000.0,1660824000.0,126813000.0,6692829000.0,6005360000.0,6037319000.0,535521000.0,655510000.0,6005360000.0,11901000.0,78159000.0,-11263000.0,-265298000.0,-128579000.0,-315718000.0,66896000.0,3.1866,0.1009,0.042870511109727005,0.27655694246473,0.26612509491521,0.26612509491521,3.1866,0.0727,1.1812,-0.9464,6623092000.0,-4376495000.0,5057374000.0,0.1009,0.0445,0.1101,0.0161,Financial Services,1,68.03579231893184
BDGE,104779000.0,104779000.0,53967000.0,72890000.0,31889000.0,31889000.0,21111000.0,21111000.0,1.43,1.43,17384490.0,17384490.0,1.0,0.3043,0.2596,29547000.0,31889000.0,21111000.0,0.3043,0.2015,104558000.0,104558000.0,114092000.0,39595000.0,3781959000.0,3214532000.0,3440831000.0,72243000.0,341128000.0,2964933000.0,0.0,31526000.0,-4325000.0,-451572000.0,472874000.0,52828000.0,27201000.0,5.0488,0.0619,0.027704953966978,0.03600406727657641,0.032526663290333,0.032526663290333,5.0488,0.047,1.4933,0.0,3675138000.0,-3326739000.0,4133219000.0,0.0619,0.4272,0.5184,0.2214,Financial Services,1,32.675468135646966
BHK,64623000.0,64550000.0,803203037.3751388,1132842571.8992295,6472000.0,8240000.0,332598563.89720786,345888646.562127,0.15,0.15,54000000.0,138387602.47301796,0.9989,0.21667214089291809,0.09919156825396826,660940529.9142348,501230025.74006975,356246481.1141156,0.1275,0.13339681055151828,5544279999.999984,8074379385.342812,3415082431.3561616,437053479.68457556,18325472700.573837,5033318062.4145775,12619243613.823097,-4000000.0,3261287518.9958262,3290559668.378501,99375693.10484406,-80508630.0,-94977142.78990524,-675240172.134841,93000000.0,668325000.0,412558822.9444419,3.8427666730158725,0.08637568571428572,0.1844748663482318,1.6386984908775921,1.1137290913572409,0.5702382455365206,3.8427666730158725,0.05554195245641838,1.1893827428571437,-0.870373492063492,14318658228.293219,-7358243985.430833,14771027126.221912,0.08637542857142856,0.11292825396825397,0.16510428571428573,0.27560914444444423,Financial Services,1,9.403835733279577
BYFC,17899000.0,17899000.0,11369000.0,13401000.0,4498000.0,4498000.0,9072000.0,9072000.0,0.31,0.31,29076708.0,29076708.0,1.0,0.2513,0.570911,4736000.0,4498000.0,9072000.0,0.2513,0.4685579999999999,67839000.0,67839000.0,69276000.0,2930000.0,402912000.0,278986000.0,356749000.0,2533000.0,46163000.0,278986000.0,238000.0,14165000.0,-111000.0,-7863000.0,40747000.0,47049000.0,14054000.0,2.4530000000000003,0.1965,0.04442409260583,0.24831353544622,0.24316273934893,0.24316273934893,2.4530000000000003,0.16460299999999994,1.5614,-0.4664,402912000.0,-287473000.0,412836000.0,0.1965,0.1281,0.7765,5.115931999999994,Financial Services,1,8.609271261766391
CHMG,69518000.0,69518000.0,51711000.0,55427000.0,14091000.0,14091000.0,9433000.0,9433000.0,2.0,2.0,4661226.0,4719000.0,1.0,0.2027,0.1868,19271000.0,14091000.0,9433000.0,0.2027,0.1357,26185000.0,26185000.0,33522000.0,29397000.0,1619964000.0,1444134000.0,1482722000.0,118973000.0,137242000.0,1424134000.0,5180000.0,14123000.0,-1136000.0,-114648000.0,97547000.0,-2978000.0,12987000.0,1.8439,0.0687,0.042913299307886,0.03600406727657641,0.02963218043114296,0.018131973902699,1.8439,0.0727,1.4972,-0.2193,1594209000.0,-1449200000.0,1632453000.0,0.0687,-0.0391,0.1875,-0.2342,Financial Services,1,35.61327091987504
CSTR,42006000.0,42006000.0,21731000.0,30977000.0,11029000.0,11029000.0,7559000.0,7559000.0,0.89,0.73,11000000.0,8538970.0,1.0,0.2626,-0.2177,11535000.0,11029000.0,7559000.0,0.2626,0.18,100185000.0,100185000.0,139160000.0,4896000.0,1206800000.0,1087393000.0,1098214000.0,8035000.0,108586000.0,1042393000.0,506000.0,-9347000.0,0.0,-33949000.0,69547000.0,26251000.0,-9145000.0,4.1459,0.0696,0.034807756049055,0.12797581003372,0.09213320299100697,0.09213320299100697,4.1459,0.0604,-1.2365,0.0,1200456000.0,-959054000.0,1149026000.0,0.0696,0.1679,0.4896,-0.3385,Financial Services,1,38.113208053591386
DFP,43878000.0,39074000.0,803203037.3751388,1132842571.8992295,29529000.0,29529000.0,332598563.89720786,345888646.562127,1.54,1.54,19157000.0,138387602.47301796,0.8905,0.21667214089291809,0.09919156825396826,660940529.9142348,501230025.74006975,356246481.1141156,0.57771,0.13339681055151828,821029907.4890943,1140120076.1549559,3415082431.3561616,437053479.68457556,18325472700.573837,5033318062.4145775,12619243613.823097,-4462000.0,3261287518.9958262,3290559668.378501,99375693.10484406,31000000.0,-94977142.78990524,-675240172.134841,-31000000.0,0.0,412558822.9444419,3.8427666730158725,0.08637568571428572,0.1844748663482318,1.6386984908775921,1.1137290913572409,0.5702382455365206,3.8427666730158725,0.05554195245641838,1.1893827428571437,-0.870373492063492,14318658228.293219,-7358243985.430833,14771027126.221912,0.08637542857142856,0.11292825396825397,0.16510428571428573,0.27560914444444423,Financial Services,1,11.944836314240336
DIAX,19354000.0,19185000.0,803203037.3751388,1132842571.8992295,13967000.0,690000.0,332598563.89720786,345888646.562127,0.02,0.02,36085000.0,138387602.47301796,0.9913,0.21667214089291809,0.09919156825396826,660940529.9142348,501230025.74006975,356246481.1141156,0.0357,0.13339681055151828,821029907.4890943,1140120076.1549559,3415082431.3561616,437053479.68457556,18325472700.573837,5033318062.4145775,12619243613.823097,-481000.0,3261287518.9958262,3290559668.378501,99375693.10484406,500294497.6153669,-94977142.78990524,-675240172.134841,58483517.4891275,8028548.934205501,412558822.9444419,3.8427666730158725,0.08637568571428572,0.1844748663482318,1.6386984908775921,1.1137290913572409,0.5702382455365206,3.8427666730158725,0.05554195245641838,1.1893827428571437,-0.870373492063492,14318658228.293219,-7358243985.430833,14771027126.221912,0.08637542857142856,0.11292825396825397,0.16510428571428573,0.27560914444444423,Financial Services,1,14.81491278847073
FDEU,2871000.0,2695000.0,803203037.3751388,1132842571.8992295,2263000.0,2263000.0,332598563.89720786,345888646.562127,0.13,0.13,17232000.0,138387602.47301796,0.9387,0.21667214089291809,0.09919156825396826,660940529.9142348,501230025.74006975,356246481.1141156,0.57771,0.13339681055151828,12342000.0,12342000.0,3415082431.3561616,437053479.68457556,18325472700.573837,5033318062.4145775,12619243613.823097,-686000.0,3261287518.9958262,3290559668.378501,99375693.10484406,-80508630.0,-94977142.78990524,-675240172.134841,415000000.0,13000000.0,412558822.9444419,3.8427666730158725,0.08637568571428572,0.1844748663482318,1.6386984908775921,1.1137290913572409,0.5702382455365206,3.8427666730158725,0.05554195245641838,1.1893827428571437,-0.870373492063492,14318658228.293219,-7358243985.430833,14771027126.221912,0.08637542857142856,0.11292825396825397,0.16510428571428573,0.27560914444444423,Financial Services,1,0.3467240374757045
FRBA,2514258052.991497,1517710145.6562338,803203037.3751388,1132842571.8992295,5072000.0,379760211.50299835,332598563.89720786,3887000.0,0.41,0.41,9000000.0,138387602.47301796,0.8703838796180333,0.21667214089291809,0.09919156825396826,660940529.9142348,501230025.74006975,356246481.1141156,0.11311364164737088,0.13339681055151828,821029907.4890943,1140120076.1549559,3415082431.3561616,437053479.68457556,856000000.0,5033318062.4145775,12619243613.823097,7000000.0,3261287518.9958262,3290559668.378501,1000000.0,500294497.6153669,-94977142.78990524,-166000000.0,174000000.0,13000000.0,412558822.9444419,3.8427666730158725,0.08637568571428572,0.1844748663482318,1.6386984908775921,1.1137290913572409,0.5702382455365206,3.8427666730158725,0.05554195245641838,1.1893827428571437,-0.870373492063492,14318658228.293219,-7358243985.430833,14771027126.221912,0.08637542857142856,0.11292825396825397,0.16510428571428573,0.27560914444444423,Financial Services,1,74.17418953700839
GBLI,538778000.0,263410000.0,225751000.0,225751000.0,37659000.0,32746000.0,41469000.0,41469000.0,1.71,1.69,25733188.0,24253657.0,0.4889,0.0699,0.006999999999999999,42943000.0,37659000.0,41469000.0,0.0608,0.077,67037000.0,67037000.0,359076000.0,0.0,1957294000.0,384376000.0,1207368000.0,318416000.0,749926000.0,0.0,5284000.0,3750000.0,0.0,142097481.41721565,-192779000.0,8214000.0,3750000.0,1.3861,0.0553,0.27526677136904,0.93417903303016,0.8357415655504,0.1744047495161,1.3861,0.0589,0.0904,0.0,1927166000.0,-848292000.0,2032163000.0,0.0553,0.3426,-0.4771,1.3124,Financial Services,1,33.60139500061421
GEC,0.0,0.0,7933000.0,8040000.0,-8040000.0,-41595000.0,-41759000.0,-41759000.0,-1.31,-1.31,9353591.0,9332000.0,0.0,0.0,0.0,-37156000.0,-37263000.0,-41759000.0,0.0,0.0,73782000.0,85495000.0,86127000.0,110000.0,88884000.0,10738000.0,65380000.0,-1550013960.0,23504000.0,10060000.0,107000.0,-59973000.0,-30000.0,39970000.0,-119000.0,-20122000.0,-60003000.0,0.0,-1.607726,0.0,8.021,7.9619109703855,6.871111938908499,0.0,-0.1761,1.4362,-0.2804,88884000.0,20747000.0,34238000.0,-1.60826,0.0,-0.4083,-1.8074,Financial Services,0,-65.65934089926597
LDP,63734000.0,55229000.0,803203037.3751388,1132842571.8992295,41713000.0,41713000.0,332598563.89720786,345888646.562127,1.45,1.45,28831000.0,138387602.47301796,0.8666,0.21667214089291809,0.09919156825396826,660940529.9142348,501230025.74006975,356246481.1141156,0.57771,0.13339681055151828,821029907.4890943,11044000.0,3415082431.3561616,437053479.68457556,18325472700.573837,5033318062.4145775,12619243613.823097,2690000.0,3261287518.9958262,3290559668.378501,99375693.10484406,59000000.0,-94977142.78990524,-675240172.134841,-63000000.0,-4000000.0,412558822.9444419,3.8427666730158725,0.08637568571428572,0.1844748663482318,1.6386984908775921,1.1137290913572409,0.5702382455365206,3.8427666730158725,0.05554195245641838,1.1893827428571437,-0.870373492063492,14318658228.293219,-7358243985.430833,14771027126.221912,0.08637542857142856,0.11292825396825397,0.16510428571428573,0.27560914444444423,Financial Services,1,17.460955279315492
MNP,9698000.0,7570000.0,803203037.3751388,1132842571.8992295,5976000.0,5976000.0,332598563.89720786,345888646.562127,0.61,0.61,9719000.0,138387602.47301796,0.7806,0.21667214089291809,0.09919156825396826,660940529.9142348,501230025.74006975,356246481.1141156,0.57771,0.13339681055151828,821029907.4890943,3513000.0,3415082431.3561616,437053479.68457556,18325472700.573837,5033318062.4145775,12619243613.823097,1724354241.4182196,3261287518.9958262,3290559668.378501,99375693.10484406,3000000.0,-94977142.78990524,-675240172.134841,-3000000.0,-754890021.91495,412558822.9444419,3.8427666730158725,0.08637568571428572,0.1844748663482318,1.6386984908775921,1.1137290913572409,0.5702382455365206,3.8427666730158725,0.05554195245641838,1.1893827428571437,-0.870373492063492,14318658228.293219,-7358243985.430833,14771027126.221912,0.08637542857142856,0.11292825396825397,0.16510428571428573,0.27560914444444423,Financial Services,1,0.4356079704155053
OFS,32264000.0,24412000.0,4042000.0,4042000.0,20370000.0,18231000.0,18231000.0,18231000.0,1.89,1.89,9690129.0,9670153.0,0.7566,0.6085962485875699,0.570911,25385000.0,25190000.0,18231000.0,0.5651,0.4685579999999999,32714000.0,32714000.0,34023000.0,0.0,294676000.0,4707000.0,151664000.0,3428000.0,143012000.0,1981000.0,195000.0,83738000.0,0.0,0.0,-63471000.0,20267000.0,83738000.0,3.4479,0.1275,0.10948974466872,7.2281708094327985,6.9500743573401,6.9500743573401,3.4479,0.1646,4.5932,0.0,294676000.0,-117641000.0,408422000.0,0.1275,0.3089,0.3845,2.2841,Financial Services,1,31.729032158996034
SBI,7566000.0,7278000.0,803203037.3751388,1132842571.8992295,4618000.0,4597000.0,332598563.89720786,345888646.562127,0.33,0.33,14077000.0,138387602.47301796,0.9619,0.21667214089291809,0.09919156825396826,660940529.9142348,501230025.74006975,356246481.1141156,0.57771,0.13339681055151828,821029907.4890943,600313.2000000001,3415082431.3561616,437053479.68457556,18325472700.573837,5033318062.4145775,12619243613.823097,-3998000.0,3261287518.9958262,3290559668.378501,99375693.10484406,2000000.0,-94977142.78990524,-675240172.134841,-2000000.0,-754890021.91495,412558822.9444419,3.8427666730158725,0.08637568571428572,0.1844748663482318,1.6386984908775921,1.1137290913572409,0.5702382455365206,3.8427666730158725,0.05554195245641838,1.1893827428571437,-0.870373492063492,14318658228.293219,-7358243985.430833,14771027126.221912,0.08637542857142856,0.11292825396825397,0.16510428571428573,0.27560914444444423,Financial Services,0,-2.293172409887056
SMBK,26316262.0,26316262.0,21404335.0,23165806.0,3150456.0,3150456.0,1509712.0,1389712.0,0.35,0.32,5735393.0,3985202.0,1.0,0.1197,0.0479,4236141.0,3150456.0,1509712.0,0.1197,0.0574,79964633.0,79964633.0,85322583.0,25037510.0,1023962879.0,916598558.0,923786020.0,12094488.0,100176859.0,911598558.0,1085685.0,2341425.0,-1081811.0,-7937911.0,38824705.0,33228219.0,1259614.0,3.5067,0.0151,0.0257004062742,0.09308609778546,0.08724062710122701,0.08724062710122701,3.5067,0.0218,1.6848,-0.9964,1017021772.0,-838463437.0,999312816.0,0.0151,0.35700000000000004,0.0679,0.387,Financial Services,1,15.351143572569466
TIPT,392331000.0,306019000.0,89331000.0,285339000.0,20680000.0,5026000.0,5779000.0,5779000.0,0.17,0.17,43027157.0,33202681.0,0.78,0.0554,-0.0403,68445000.0,21721000.0,8802000.0,0.0128,0.0147,88178000.0,88178000.0,754670000.0,206158000.0,2494970000.0,636790000.0,2097276000.0,15845000.0,312840000.0,570950000.0,46724000.0,-9455000.0,-6356000.0,-217795000.0,243663000.0,16413000.0,-15811000.0,0.6734,0.0185,0.15724878455452,1.1851159722986,0.90753937718871,0.13847265189466,0.6734,0.0277,-1.6361,-0.136,2308863000.0,-1342606000.0,2887637000.0,0.0185,1.7961,1.4027,-1.3998,Financial Services,1,10.404934765926887
PBBI,11792000.0,11792000.0,8496000.0,11306000.0,486000.0,486000.0,551000.0,551000.0,0.07,0.07,6541561.0,7638788.0,1.0,0.0412,0.2084,948000.0,486000.0,551000.0,0.0412,0.0467,5326000.0,1140120076.1549559,3415082431.3561616,3763000.0,473601000.0,5033318062.4145775,421857000.0,25919000.0,51744000.0,3290559668.378501,462000.0,2577000.0,-119000.0,-16530000.0,11944000.0,-2009000.0,2458000.0,3.776,0.0106,0.0248985960756,1.6386984908775921,1.1137290913572409,0.5702382455365206,3.776,0.0103,4.677,-0.2576,466689000.0,-7358243985.430833,520900000.0,0.0106,-0.0446,-0.5792,-0.3602,Financial Services,1,17.56041437523174
